triplet;kappa;theta;sigma;rho;price;err;exec_time
334;1.2500;0.0800;0.1800;-0.6500;0.118286;0.001711;1.34
335;1.2500;0.0800;0.2000;-0.6500;0.117448;0.001687;1.34
336;1.2500;0.0800;0.2200;-0.6500;0.116208;0.001667;1.34
337;1.2500;0.0800;0.2400;-0.6500;0.116932;0.001664;1.34
338;1.2500;0.0800;0.2600;-0.6500;0.116568;0.001648;1.34
339;1.2500;0.0800;0.2800;-0.6500;0.116065;0.001629;1.34
340;1.2500;0.0900;0.1000;-0.6500;0.121016;0.001806;1.34
341;1.2500;0.0900;0.1200;-0.6500;0.123311;0.001824;1.34
342;1.2500;0.0900;0.1400;-0.6500;0.121332;0.001790;1.34
343;1.2500;0.0900;0.1600;-0.6500;0.121889;0.001778;1.34
344;1.2500;0.0900;0.1800;-0.6500;0.120923;0.001759;1.34
345;1.2500;0.0900;0.2000;-0.6500;0.121238;0.001749;1.34
346;1.2500;0.0900;0.2200;-0.6500;0.118717;0.001716;1.34
347;1.2500;0.0900;0.2400;-0.6500;0.120307;0.001718;1.34
348;1.2500;0.0900;0.2600;-0.6500;0.119295;0.001691;1.34
349;1.2500;0.0900;0.2800;-0.6500;0.119266;0.001684;1.34
350;1.2500;0.1000;0.1000;-0.6500;0.125081;0.001875;1.34
351;1.2500;0.1000;0.1200;-0.6500;0.124461;0.001857;1.34
352;1.2500;0.1000;0.1400;-0.6500;0.123659;0.001829;1.34
353;1.2500;0.1000;0.1600;-0.6500;0.123482;0.001820;1.34
354;1.2500;0.1000;0.1800;-0.6500;0.123563;0.001809;1.34
355;1.2500;0.1000;0.2000;-0.6500;0.122013;0.001777;1.34
356;1.2500;0.1000;0.2200;-0.6500;0.122290;0.001773;1.34
357;1.2500;0.1000;0.2400;-0.6500;0.122551;0.001754;1.34
358;1.2500;0.1000;0.2600;-0.6500;0.122111;0.001735;1.34
359;1.2500;0.1000;0.2800;-0.6500;0.122628;0.001735;1.34
360;1.2500;0.1100;0.1000;-0.6500;0.127084;0.001918;1.34
361;1.2500;0.1100;0.1200;-0.6500;0.127225;0.001906;1.34
362;1.2500;0.1100;0.1400;-0.6500;0.126138;0.001885;1.34
363;1.2500;0.1100;0.1600;-0.6500;0.126691;0.001868;1.34
364;1.2500;0.1100;0.1800;-0.6500;0.125671;0.001853;1.34
365;1.2500;0.1100;0.2000;-0.6500;0.124757;0.001824;1.34
366;1.2500;0.1100;0.2200;-0.6500;0.126073;0.001831;1.34
367;1.2500;0.1100;0.2400;-0.6500;0.125680;0.001809;1.34
368;1.2500;0.1100;0.2600;-0.6500;0.125095;0.001794;1.34
369;1.2500;0.1100;0.2800;-0.6500;0.124231;0.001777;1.34
370;1.2500;0.1200;0.1000;-0.6500;0.130085;0.001967;1.34
371;1.2500;0.1200;0.1200;-0.6500;0.129791;0.001950;1.34
372;1.2500;0.1200;0.1400;-0.6500;0.130324;0.001939;1.34
373;1.2500;0.1200;0.1600;-0.6500;0.128506;0.001912;1.34
374;1.2500;0.1200;0.1800;-0.6500;0.129070;0.001899;1.34
375;1.2500;0.1200;0.2000;-0.6500;0.127975;0.001876;1.34
376;1.2500;0.1200;0.2200;-0.6500;0.127301;0.001858;1.34
377;1.2500;0.1200;0.2400;-0.6500;0.127526;0.001846;1.34
378;1.2500;0.1200;0.2600;-0.6500;0.127228;0.001834;1.34
379;1.2500;0.1200;0.2800;-0.6500;0.126925;0.001824;1.34
380;1.2500;0.1300;0.1000;-0.6500;0.133589;0.002033;1.34
381;1.2500;0.1300;0.1200;-0.6500;0.131259;0.001997;1.34
382;1.2500;0.1300;0.1400;-0.6500;0.132528;0.001990;1.34
383;1.2500;0.1300;0.1600;-0.6500;0.131543;0.001961;1.34
384;1.2500;0.1300;0.1800;-0.6500;0.132468;0.001950;1.34
385;1.2500;0.1300;0.2000;-0.6500;0.130770;0.001930;1.34
386;1.2500;0.1300;0.2200;-0.6500;0.130749;0.001916;1.34
387;1.2500;0.1300;0.2400;-0.6500;0.129621;0.001887;1.34
388;1.2500;0.1300;0.2600;-0.6500;0.130061;0.001883;1.34
389;1.2500;0.1300;0.2800;-0.6500;0.131229;0.001882;1.34
390;1.2500;0.1400;0.1000;-0.6500;0.135898;0.002056;1.34
391;1.2500;0.1400;0.1200;-0.6500;0.135188;0.002050;1.34
392;1.2500;0.1400;0.1400;-0.6500;0.134853;0.002032;1.34
393;1.2500;0.1400;0.1600;-0.6500;0.132534;0.001995;1.34
394;1.2500;0.1400;0.1800;-0.6500;0.133074;0.001979;1.34
395;1.2500;0.1400;0.2000;-0.6500;0.132640;0.001965;1.34
396;1.2500;0.1400;0.2200;-0.6500;0.133282;0.001969;1.34
397;1.2500;0.1400;0.2400;-0.6500;0.131741;0.001929;1.34
398;1.2500;0.1400;0.2600;-0.6500;0.132999;0.001939;1.34
399;1.2500;0.1400;0.2800;-0.6500;0.131904;0.001916;1.34
400;1.5000;0.0500;0.1000;-0.5500;0.109748;0.001619;1.34
401;1.5000;0.0500;0.1200;-0.5500;0.108696;0.001596;1.34
402;1.5000;0.0500;0.1400;-0.5500;0.107861;0.001578;1.34
403;1.5000;0.0500;0.1600;-0.5500;0.108204;0.001573;1.34
404;1.5000;0.0500;0.1800;-0.5500;0.107055;0.001557;1.34
405;1.5000;0.0500;0.2000;-0.5500;0.107360;0.001542;1.34
406;1.5000;0.0500;0.2200;-0.5500;0.107709;0.001537;1.34
407;1.5000;0.0500;0.2400;-0.5500;0.106927;0.001518;1.34
408;1.5000;0.0500;0.2600;-0.5500;0.106828;0.001512;1.34
409;1.5000;0.0500;0.2800;-0.5500;0.105523;0.001489;1.34
410;1.5000;0.0600;0.1000;-0.5500;0.110984;0.001651;1.34
411;1.5000;0.0600;0.1200;-0.5500;0.110423;0.001640;1.34
412;1.5000;0.0600;0.1400;-0.5500;0.111638;0.001634;1.34
413;1.5000;0.0600;0.1600;-0.5500;0.110795;0.001626;1.34
414;1.5000;0.0600;0.1800;-0.5500;0.111672;0.001616;1.34
415;1.5000;0.0600;0.2000;-0.5500;0.111438;0.001604;1.34
416;1.5000;0.0600;0.2200;-0.5500;0.110149;0.001583;1.34
417;1.5000;0.0600;0.2400;-0.5500;0.110176;0.001585;1.34
418;1.5000;0.0600;0.2600;-0.5500;0.110736;0.001580;1.34
419;1.5000;0.0600;0.2800;-0.5500;0.109389;0.001551;1.34
420;1.5000;0.0700;0.1000;-0.5500;0.114822;0.001718;1.34
421;1.5000;0.0700;0.1200;-0.5500;0.115520;0.001722;1.34
422;1.5000;0.0700;0.1400;-0.5500;0.113879;0.001688;1.34
423;1.5000;0.0700;0.1600;-0.5500;0.114984;0.001687;1.34
424;1.5000;0.0700;0.1800;-0.5500;0.113390;0.001666;1.34
425;1.5000;0.0700;0.2000;-0.5500;0.114894;0.001666;1.34
426;1.5000;0.0700;0.2200;-0.5500;0.114059;0.001641;1.34
427;1.5000;0.0700;0.2400;-0.5500;0.114332;0.001637;1.34
428;1.5000;0.0700;0.2600;-0.5500;0.112786;0.001623;1.34
429;1.5000;0.0700;0.2800;-0.5500;0.112571;0.001608;1.34
430;1.5000;0.0800;0.1000;-0.5500;0.118506;0.001775;1.34
431;1.5000;0.0800;0.1200;-0.5500;0.118017;0.001764;1.34
432;1.5000;0.0800;0.1400;-0.5500;0.116657;0.001727;1.34
433;1.5000;0.0800;0.1600;-0.5500;0.117948;0.001740;1.34
434;1.5000;0.0800;0.1800;-0.5500;0.118065;0.001737;1.34
435;1.5000;0.0800;0.2000;-0.5500;0.117420;0.001718;1.34
436;1.5000;0.0800;0.2200;-0.5500;0.116862;0.001698;1.34
437;1.5000;0.0800;0.2400;-0.5500;0.117316;0.001702;1.34
438;1.5000;0.0800;0.2600;-0.5500;0.114740;0.001659;1.34
439;1.5000;0.0800;0.2800;-0.5500;0.115924;0.001664;1.34
440;1.5000;0.0900;0.1000;-0.5500;0.121181;0.001822;1.34
441;1.5000;0.0900;0.1200;-0.5500;0.120687;0.001812;1.34
442;1.5000;0.0900;0.1400;-0.5500;0.121055;0.001807;1.34
443;1.5000;0.0900;0.1600;-0.5500;0.121179;0.001803;1.34
444;1.5000;0.0900;0.1800;-0.5500;0.120341;0.001781;1.34
445;1.5000;0.0900;0.2000;-0.5500;0.121440;0.001773;1.34
446;1.5000;0.0900;0.2200;-0.5500;0.120326;0.001757;1.34
447;1.5000;0.0900;0.2400;-0.5500;0.120079;0.001748;1.34
448;1.5000;0.0900;0.2600;-0.5500;0.119838;0.001738;1.34
449;1.5000;0.0900;0.2800;-0.5500;0.119652;0.001726;1.34
450;1.5000;0.1000;0.1000;-0.5500;0.124632;0.001888;1.34
451;1.5000;0.1000;0.1200;-0.5500;0.124122;0.001870;1.34
452;1.5000;0.1000;0.1400;-0.5500;0.123345;0.001848;1.34
453;1.5000;0.1000;0.1600;-0.5500;0.124690;0.001861;1.34
454;1.5000;0.1000;0.1800;-0.5500;0.124453;0.001845;1.34
455;1.5000;0.1000;0.2000;-0.5500;0.123640;0.001831;1.34
456;1.5000;0.1000;0.2200;-0.5500;0.123899;0.001825;1.34
457;1.5000;0.1000;0.2400;-0.5500;0.122437;0.001791;1.34
458;1.5000;0.1000;0.2600;-0.5500;0.123347;0.001796;1.34
459;1.5000;0.1000;0.2800;-0.5500;0.122995;0.001778;1.34
460;1.5000;0.1100;0.1000;-0.5500;0.127874;0.001936;1.34
461;1.5000;0.1100;0.1200;-0.5500;0.126154;0.001915;1.34
462;1.5000;0.1100;0.1400;-0.5500;0.126269;0.001905;1.34
463;1.5000;0.1100;0.1600;-0.5500;0.127000;0.001893;1.34
464;1.5000;0.1100;0.1800;-0.5500;0.126702;0.001893;1.34
465;1.5000;0.1100;0.2000;-0.5500;0.127386;0.001878;1.34
466;1.5000;0.1100;0.2200;-0.5500;0.126236;0.001858;1.34
467;1.5000;0.1100;0.2400;-0.5500;0.124999;0.001838;1.34
468;1.5000;0.1100;0.2600;-0.5500;0.126215;0.001839;1.34
469;1.5000;0.1100;0.2800;-0.5500;0.125797;0.001833;1.34
470;1.5000;0.1200;0.1000;-0.5500;0.129131;0.001979;1.34
471;1.5000;0.1200;0.1200;-0.5500;0.130076;0.001979;1.34
472;1.5000;0.1200;0.1400;-0.5500;0.130726;0.001965;1.34
473;1.5000;0.1200;0.1600;-0.5500;0.130549;0.001953;1.34
474;1.5000;0.1200;0.1800;-0.5500;0.129134;0.001926;1.34
475;1.5000;0.1200;0.2000;-0.5500;0.129089;0.001923;1.34
476;1.5000;0.1200;0.2200;-0.5500;0.130573;0.001933;1.34
477;1.5000;0.1200;0.2400;-0.5500;0.130062;0.001914;1.34
478;1.5000;0.1200;0.2600;-0.5500;0.127769;0.001890;1.34
479;1.5000;0.1200;0.2800;-0.5500;0.128301;0.001875;1.34
480;1.5000;0.1300;0.1000;-0.5500;0.133260;0.002039;1.34
481;1.5000;0.1300;0.1200;-0.5500;0.133922;0.002036;1.34
482;1.5000;0.1300;0.1400;-0.5500;0.132789;0.002014;1.34
483;1.5000;0.1300;0.1600;-0.5500;0.133825;0.002019;1.34
484;1.5000;0.1300;0.1800;-0.5500;0.133190;0.002002;1.34
485;1.5000;0.1300;0.2000;-0.5500;0.132077;0.001986;1.34
486;1.5000;0.1300;0.2200;-0.5500;0.131854;0.001961;1.34
487;1.5000;0.1300;0.2400;-0.5500;0.131635;0.001951;1.34
488;1.5000;0.1300;0.2600;-0.5500;0.131635;0.001947;1.34
489;1.5000;0.1300;0.2800;-0.5500;0.131294;0.001929;1.34
490;1.5000;0.1400;0.1000;-0.5500;0.136855;0.002104;1.34
491;1.5000;0.1400;0.1200;-0.5500;0.135473;0.002072;1.34
492;1.5000;0.1400;0.1400;-0.5500;0.135442;0.002066;1.34
493;1.5000;0.1400;0.1600;-0.5500;0.137233;0.002076;1.34
494;1.5000;0.1400;0.1800;-0.5500;0.134189;0.002030;1.34
495;1.5000;0.1400;0.2000;-0.5500;0.133923;0.002020;1.34
496;1.5000;0.1400;0.2200;-0.5500;0.133397;0.002009;1.34
497;1.5000;0.1400;0.2400;-0.5500;0.135390;0.002005;1.34
498;1.5000;0.1400;0.2600;-0.5500;0.133351;0.001991;1.34
499;1.5000;0.1400;0.2800;-0.5500;0.134389;0.001985;1.34
500;1.7500;0.0500;0.1000;-0.4500;0.108267;0.001606;1.34
501;1.7500;0.0500;0.1200;-0.4500;0.107465;0.001593;1.34
502;1.7500;0.0500;0.1400;-0.4500;0.106753;0.001576;1.34
503;1.7500;0.0500;0.1600;-0.4500;0.105932;0.001554;1.34
504;1.7500;0.0500;0.1800;-0.4500;0.107207;0.001568;1.34
505;1.7500;0.0500;0.2000;-0.4500;0.105273;0.001532;1.34
506;1.7500;0.0500;0.2200;-0.4500;0.105549;0.001537;1.34
507;1.7500;0.0500;0.2400;-0.4500;0.106136;0.001540;1.34
508;1.7500;0.0500;0.2600;-0.4500;0.105665;0.001533;1.34
509;1.7500;0.0500;0.2800;-0.4500;0.105521;0.001516;1.34
510;1.7500;0.0600;0.1000;-0.4500;0.110519;0.001656;1.34
511;1.7500;0.0600;0.1200;-0.4500;0.111252;0.001655;1.34
512;1.7500;0.0600;0.1400;-0.4500;0.111521;0.001643;1.34
513;1.7500;0.0600;0.1600;-0.4500;0.109995;0.001627;1.34
514;1.7500;0.0600;0.1800;-0.4500;0.111293;0.001630;1.34
515;1.7500;0.0600;0.2000;-0.4500;0.110521;0.001616;1.34
516;1.7500;0.0600;0.2200;-0.4500;0.110591;0.001613;1.34
517;1.7500;0.0600;0.2400;-0.4500;0.110824;0.001610;1.34
518;1.7500;0.0600;0.2600;-0.4500;0.108711;0.001579;1.34
519;1.7500;0.0600;0.2800;-0.4500;0.109449;0.001585;1.34
520;1.7500;0.0700;0.1000;-0.4500;0.114200;0.001720;1.34
521;1.7500;0.0700;0.1200;-0.4500;0.114293;0.001717;1.34
522;1.7500;0.0700;0.1400;-0.4500;0.115024;0.001716;1.34
523;1.7500;0.0700;0.1600;-0.4500;0.114573;0.001699;1.34
524;1.7500;0.0700;0.1800;-0.4500;0.114517;0.001688;1.34
525;1.7500;0.0700;0.2000;-0.4500;0.113693;0.001671;1.34
526;1.7500;0.0700;0.2200;-0.4500;0.114967;0.001680;1.34
527;1.7500;0.0700;0.2400;-0.4500;0.113374;0.001663;1.34
528;1.7500;0.0700;0.2600;-0.4500;0.112685;0.001642;1.34
529;1.7500;0.0700;0.2800;-0.4500;0.112859;0.001646;1.34
530;1.7500;0.0800;0.1000;-0.4500;0.117408;0.001783;1.34
531;1.7500;0.0800;0.1200;-0.4500;0.117517;0.001774;1.34
532;1.7500;0.0800;0.1400;-0.4500;0.118072;0.001762;1.34
533;1.7500;0.0800;0.1600;-0.4500;0.118271;0.001770;1.34
534;1.7500;0.0800;0.1800;-0.4500;0.117298;0.001750;1.34
535;1.7500;0.0800;0.2000;-0.4500;0.117364;0.001741;1.34
536;1.7500;0.0800;0.2200;-0.4500;0.115265;0.001712;1.34
537;1.7500;0.0800;0.2400;-0.4500;0.116458;0.001709;1.34
538;1.7500;0.0800;0.2600;-0.4500;0.115978;0.001702;1.34
539;1.7500;0.0800;0.2800;-0.4500;0.116562;0.001703;1.34
540;1.7500;0.0900;0.1000;-0.4500;0.120639;0.001840;1.34
541;1.7500;0.0900;0.1200;-0.4500;0.122696;0.001850;1.34
542;1.7500;0.0900;0.1400;-0.4500;0.122327;0.001843;1.34
543;1.7500;0.0900;0.1600;-0.4500;0.120339;0.001812;1.34
544;1.7500;0.0900;0.1800;-0.4500;0.121127;0.001822;1.34
545;1.7500;0.0900;0.2000;-0.4500;0.120411;0.001789;1.34
546;1.7500;0.0900;0.2200;-0.4500;0.120710;0.001790;1.34
547;1.7500;0.0900;0.2400;-0.4500;0.119402;0.001775;1.34
548;1.7500;0.0900;0.2600;-0.4500;0.119308;0.001771;1.34
549;1.7500;0.0900;0.2800;-0.4500;0.120382;0.001772;1.34
550;1.7500;0.1000;0.1000;-0.4500;0.126096;0.001923;1.34
551;1.7500;0.1000;0.1200;-0.4500;0.124883;0.001905;1.34
552;1.7500;0.1000;0.1400;-0.4500;0.125505;0.001901;1.34
553;1.7500;0.1000;0.1600;-0.4500;0.124879;0.001880;1.34
554;1.7500;0.1000;0.1800;-0.4500;0.123784;0.001862;1.34
555;1.7500;0.1000;0.2000;-0.4500;0.124191;0.001859;1.34
556;1.7500;0.1000;0.2200;-0.4500;0.124191;0.001846;1.34
557;1.7500;0.1000;0.2400;-0.4500;0.125879;0.001865;1.34
558;1.7500;0.1000;0.2600;-0.4500;0.122341;0.001816;1.34
559;1.7500;0.1000;0.2800;-0.4500;0.121993;0.001808;1.34
560;1.7500;0.1100;0.1000;-0.4500;0.128485;0.001964;1.34
561;1.7500;0.1100;0.1200;-0.4500;0.128094;0.001959;1.34
562;1.7500;0.1100;0.1400;-0.4500;0.126804;0.001938;1.34
563;1.7500;0.1100;0.1600;-0.4500;0.127583;0.001934;1.34
564;1.7500;0.1100;0.1800;-0.4500;0.126488;0.001915;1.34
565;1.7500;0.1100;0.2000;-0.4500;0.128850;0.001931;1.34
566;1.7500;0.1100;0.2200;-0.4500;0.128042;0.001910;1.34
567;1.7500;0.1100;0.2400;-0.4500;0.126774;0.001890;1.34
568;1.7500;0.1100;0.2600;-0.4500;0.127414;0.001898;1.34
569;1.7500;0.1100;0.2800;-0.4500;0.126363;0.001877;1.34
570;1.7500;0.1200;0.1000;-0.4500;0.131719;0.002024;1.34
571;1.7500;0.1200;0.1200;-0.4500;0.130486;0.001997;1.34
572;1.7500;0.1200;0.1400;-0.4500;0.130547;0.001997;1.34
573;1.7500;0.1200;0.1600;-0.4500;0.131202;0.001989;1.34
574;1.7500;0.1200;0.1800;-0.4500;0.128621;0.001959;1.34
575;1.7500;0.1200;0.2000;-0.4500;0.129077;0.001959;1.34
576;1.7500;0.1200;0.2200;-0.4500;0.129689;0.001949;1.34
577;1.7500;0.1200;0.2400;-0.4500;0.129706;0.001961;1.34
578;1.7500;0.1200;0.2600;-0.4500;0.129739;0.001934;1.34
579;1.7500;0.1200;0.2800;-0.4500;0.128612;0.001932;1.34
580;1.7500;0.1300;0.1000;-0.4500;0.133471;0.002071;1.34
581;1.7500;0.1300;0.1200;-0.4500;0.134389;0.002069;1.34
582;1.7500;0.1300;0.1400;-0.4500;0.134266;0.002061;1.34
583;1.7500;0.1300;0.1600;-0.4500;0.133685;0.002037;1.34
584;1.7500;0.1300;0.1800;-0.4500;0.131938;0.002016;1.34
585;1.7500;0.1300;0.2000;-0.4500;0.135154;0.002045;1.34
586;1.7500;0.1300;0.2200;-0.4500;0.133620;0.002031;1.34
587;1.7500;0.1300;0.2400;-0.4500;0.134255;0.002016;1.34
588;1.7500;0.1300;0.2600;-0.4500;0.131752;0.001984;1.34
589;1.7500;0.1300;0.2800;-0.4500;0.133378;0.001998;1.34
590;1.7500;0.1400;0.1000;-0.4500;0.138583;0.002154;1.34
591;1.7500;0.1400;0.1200;-0.4500;0.137472;0.002129;1.34
592;1.7500;0.1400;0.1400;-0.4500;0.137056;0.002117;1.34
593;1.7500;0.1400;0.1600;-0.4500;0.136631;0.002094;1.34
594;1.7500;0.1400;0.1800;-0.4500;0.135843;0.002084;1.34
595;1.7500;0.1400;0.2000;-0.4500;0.135275;0.002076;1.34
596;1.7500;0.1400;0.2200;-0.4500;0.136527;0.002069;1.34
597;1.7500;0.1400;0.2400;-0.4500;0.136454;0.002069;1.34
598;1.7500;0.1400;0.2600;-0.4500;0.134857;0.002034;1.34
599;1.7500;0.1400;0.2800;-0.4500;0.136300;0.002060;1.34
600;2.0000;0.0500;0.1000;-0.3500;0.105434;0.001579;1.34
601;2.0000;0.0500;0.1200;-0.3500;0.106133;0.001581;1.34
602;2.0000;0.0500;0.1400;-0.3500;0.104925;0.001562;1.34
603;2.0000;0.0500;0.1600;-0.3500;0.105521;0.001567;1.34
604;2.0000;0.0500;0.1800;-0.3500;0.104641;0.001544;1.34
605;2.0000;0.0500;0.2000;-0.3500;0.104898;0.001549;1.34
606;2.0000;0.0500;0.2200;-0.3500;0.105346;0.001550;1.34
607;2.0000;0.0500;0.2400;-0.3500;0.105175;0.001544;1.34
608;2.0000;0.0500;0.2600;-0.3500;0.104579;0.001538;1.34
609;2.0000;0.0500;0.2800;-0.3500;0.104093;0.001523;1.34
610;2.0000;0.0600;0.1000;-0.3500;0.111389;0.001675;1.34
611;2.0000;0.0600;0.1200;-0.3500;0.110201;0.001654;1.34
612;2.0000;0.0600;0.1400;-0.3500;0.110268;0.001644;1.34
613;2.0000;0.0600;0.1600;-0.3500;0.109202;0.001629;1.34
614;2.0000;0.0600;0.1800;-0.3500;0.108950;0.001621;1.34
615;2.0000;0.0600;0.2000;-0.3500;0.108240;0.001603;1.34
616;2.0000;0.0600;0.2200;-0.3500;0.109009;0.001611;1.34
617;2.0000;0.0600;0.2400;-0.3500;0.108752;0.001611;1.34
618;2.0000;0.0600;0.2600;-0.3500;0.108410;0.001598;1.34
619;2.0000;0.0600;0.2800;-0.3500;0.108018;0.001596;1.34
620;2.0000;0.0700;0.1000;-0.3500;0.114205;0.001721;1.34
621;2.0000;0.0700;0.1200;-0.3500;0.114611;0.001723;1.34
622;2.0000;0.0700;0.1400;-0.3500;0.114874;0.001723;1.34
623;2.0000;0.0700;0.1600;-0.3500;0.113537;0.001700;1.34
624;2.0000;0.0700;0.1800;-0.3500;0.112618;0.001687;1.34
625;2.0000;0.0700;0.2000;-0.3500;0.113220;0.001689;1.34
626;2.0000;0.0700;0.2200;-0.3500;0.112637;0.001679;1.34
627;2.0000;0.0700;0.2400;-0.3500;0.113240;0.001688;1.34
628;2.0000;0.0700;0.2600;-0.3500;0.113166;0.001675;1.34
629;2.0000;0.0700;0.2800;-0.3500;0.112854;0.001663;1.34
630;2.0000;0.0800;0.1000;-0.3500;0.118528;0.001804;1.34
631;2.0000;0.0800;0.1200;-0.3500;0.118865;0.001799;1.34
632;2.0000;0.0800;0.1400;-0.3500;0.117983;0.001782;1.34
633;2.0000;0.0800;0.1600;-0.3500;0.116753;0.001768;1.34
634;2.0000;0.0800;0.1800;-0.3500;0.116647;0.001762;1.34
635;2.0000;0.0800;0.2000;-0.3500;0.117479;0.001756;1.34
636;2.0000;0.0800;0.2200;-0.3500;0.116927;0.001756;1.34
637;2.0000;0.0800;0.2400;-0.3500;0.117071;0.001760;1.34
638;2.0000;0.0800;0.2600;-0.3500;0.117362;0.001753;1.34
639;2.0000;0.0800;0.2800;-0.3500;0.115161;0.001706;1.34
640;2.0000;0.0900;0.1000;-0.3500;0.119638;0.001830;1.34
641;2.0000;0.0900;0.1200;-0.3500;0.121430;0.001849;1.34
642;2.0000;0.0900;0.1400;-0.3500;0.119781;0.001836;1.34
643;2.0000;0.0900;0.1600;-0.3500;0.120901;0.001827;1.34
644;2.0000;0.0900;0.1800;-0.3500;0.118751;0.001810;1.34
645;2.0000;0.0900;0.2000;-0.3500;0.119795;0.001807;1.34
646;2.0000;0.0900;0.2200;-0.3500;0.120216;0.001811;1.34
647;2.0000;0.0900;0.2400;-0.3500;0.119416;0.001798;1.34
648;2.0000;0.0900;0.2600;-0.3500;0.120803;0.001817;1.34
649;2.0000;0.0900;0.2800;-0.3500;0.120153;0.001794;1.34
650;2.0000;0.1000;0.1000;-0.3500;0.126953;0.001947;1.34
651;2.0000;0.1000;0.1200;-0.3500;0.124353;0.001899;1.34
652;2.0000;0.1000;0.1400;-0.3500;0.124761;0.001909;1.34
653;2.0000;0.1000;0.1600;-0.3500;0.124886;0.001913;1.34
654;2.0000;0.1000;0.1800;-0.3500;0.124387;0.001895;1.34
655;2.0000;0.1000;0.2000;-0.3500;0.125675;0.001903;1.34
656;2.0000;0.1000;0.2200;-0.3500;0.124288;0.001874;1.34
657;2.0000;0.1000;0.2400;-0.3500;0.125245;0.001888;1.34
658;2.0000;0.1000;0.2600;-0.3500;0.123240;0.001858;1.34
659;2.0000;0.1000;0.2800;-0.3500;0.124165;0.001872;1.34
660;2.0000;0.1100;0.1000;-0.3500;0.129450;0.001989;1.34
661;2.0000;0.1100;0.1200;-0.3500;0.127816;0.001977;1.34
662;2.0000;0.1100;0.1400;-0.3500;0.127197;0.001959;1.34
663;2.0000;0.1100;0.1600;-0.3500;0.128239;0.001961;1.34
664;2.0000;0.1100;0.1800;-0.3500;0.127977;0.001952;1.34
665;2.0000;0.1100;0.2000;-0.3500;0.128279;0.001949;1.34
